"email","start_date","address","region","phone_number","end_date"
"lmcnorton@aol.com","8/26/12","2346 Surrey Lane,Holly Springs,NC,27540","south","(919)678-2145",""
"federle63@hotmail.com","3/14/16","8295 Court Street,Fort Drum,NY,13602","midatlantic","(315)481-9646",""
"forgey25@gmail.com","","","","",""
"ladean26@att.net","","","","",""
"emigdio.griglock55@att.net","","","","",""
"phaberland91@yahoo.com","9/5/13","249 Park Avenue,Monroe,NC,28110","south","(980)322-3677",""
"floris65@gmail.com","3/11/13","780 Maple Street,Winterville,,28590","south","(252)696-8268",""
"vimal.lestock43@gmail.com","7/7/15","294 Cedar Lane,Salisbury,MD,21804","midatlantic","(443)356-1648",""
"idolina50@gmail.com","4/1/15","6856 Cedar AVE,Meredith,NH,03253","northest","(603)485-3409",""
"orrin.principale@yahoo.com","8/12/13","9736 7th ST E,Fort Wayne,,46814","midwest","(260)420-4335",""
"omar77@yahoo.com","9/20/16","3693 7th Street East,Bel Air,MD,21014","midatlantic","(443)856-3345",""
"kuula88@aol.com","12/7/15","3863 South Street,New Milton,WV,26411","south","(304)931-9438",""
"iwhitus22@yahoo.com","1/29/14","13167 Poplar ST,Hemet,,92545","west","(909)866-3950",""
"merle46@comcast.net","4/12/16","87771 Valley View Drive,Titusville,PA,16354","midatlantic","(814)334-7553","4/11/16"
"ysidro.archambo@aol.com","9/14/13","303 Fairway Drive,Vicksburg,MS,39180","south","(601)850-5352",""
"mariza.caveda@hotmail.com","1/12/11","288 Park Avenue,Newville,AL,36353","south","(334)551-4113",""
"bente.spitalieri@yahoo.com","8/8/16","1309 Main Street,Mobile,AL,36693","south","(251)428-2623",""
"valdis.wonderley@att.net","8/9/16","37187 Oak Lane,Houston,TX,77043","southwest","(281)729-7141",""
"yegerlehner72@aol.com","8/26/16","658 5th Street,Elizabethtown,NC,28337","south","(910)964-8574",""
"agnieszka.malins@aol.com","","","","",""
"artelia.holschuh@gmail.com","12/6/16","5529 Woodland Avenue,Winter Garden,FL,34787","south","(407)369-4673",""
"vglascow@gmail.com","3/6/15","204 Locust Street,Friendswood,TX,77546","southwest","(713)843-9576",""
"reuven.steers@att.net","","","","",""
"efuerst@aol.com","1/14/15","8074 2nd Street East,Yakima,WA,98908","northwest","(509)410-9891",""
"nbraidwood94@yahoo.com","2/7/14","6472 Laurel Lane,Hernando,FL,34442","south","(352)428-1261","4/10/15"
"vanderhoofven35@gmail.com","6/6/16","18532 Locust Street,Wilton,CT,06897","northest","(203)576-3564",""
"","","","","",""
"lockliear96@att.net","10/7/11","168 6th Street North,Culpeper,VA,22701","south","(202)360-2919",""
"antonette.mcgillivray@hotmail.com","10/26/15","2054 Park Drive,Foster,OK,73434","southwest","(580)265-7537",""
"guilherme.buenvenida27@outlook.com","3/20/15","725 2nd ST E,Littleton,CO,80122","southwest","(303)329-5369",""
"breck43@gmail.com","","","","",""
"arun42@yahoo.com","1/18/16","2338 2nd Street West,Berrien Springs,MI,49103","midwest","(269)727-5956",""
"ildiko58@att.net","1/25/16","5400 Devon Road,Dora,AL,35062","south","(205)398-3472",""
"nadeen93@yahoo.com","12/13/11","174 Colonial Avenue,South San Francisco,CA,94080","west","(415)560-9925",""
"arsenia26@mac.com","9/10/12","16426 Clinton Street,Lincroft,NJ,07738","midatlantic","(732)619-5224",""
"orosique84@att.net","7/18/15","9313 Hill Street,Rochester,MN,55901","midwest","(507)944-6703",""
"hunkins38@aol.com","1/6/14","3519 North Street,Miami,,33157","south","(786)892-1454",""
"faith42@hotmail.com","9/5/14","8310 Lafayette Avenue,Spring Valley,WI,54767","midwest","(715)978-2398",""
"sebrina.cividanes46@gmail.com","9/6/16","42179 Broadway,Rowland Heights,CA,91748","west","(909)752-2895",""
"eleno97@yahoo.com","12/1/13","53875 High Street,El Paso,TX,79930","southwest","(915)267-3632",""
"mherrlich@gmail.com","7/7/15","5460 Fairway Drive,Ormond Beach,,32174","south","(407)749-7760",""
"narbonne67@outlook.com","1/13/16","9768 Linden Street,Corpus Christi,TX,78415","southwest","(361)479-7878",""
"rupa.puerling@att.net","12/4/13","9665 School Street,Flushing,NY,11367","midatlantic","(718)901-5709",""
"gsfikas92@hotmail.com","8/16/15","4105 Columbia Street,El Centro,CA,92243","west","(760)876-2665",""
"cliff.schalchlin78@gmail.com","2/20/13","5342 Union ST,Westphalia,KS,66093","midwest","(785)688-8679",""
"blanc90@gmail.com","10/29/16","773 Smith ST,Tampa,FL,33634","south","(813)871-4969",""
"oyonn21@hotmail.com","12/24/16","5983 Monroe Street,Jacksonville,FL,32225","south","(904)916-2852",""
"","","","","",""
"roshan.piepergerdes@att.net","","","","",""
"mhiscoe@gmail.com","1/5/15","492 Dogwood Drive,El Paso,TX,79922","southwest","(915)506-7075",""
"yusuf.leat@gmail.com","1/26/16","30703 3rd Avenue,Palo Alto,CA,94304","west","(650)975-2824",""
"budinich83@outlook.com","2/13/12","9088 Cherry Street,Reno,NV,89503","west","(775)267-7989",""
"","","","","",""
"johannah50@gmail.com","10/24/16","74292 Main Street North,Austin,TX,78758","southwest","(512)264-4246",""
"satya94@gmail.com","6/18/13","131 John Street,Lancaster,SC,29720","south","(803)649-8632",""
"stoltenow83@yahoo.com","3/25/16","9325 Bank Street,Bluefield,WV,24701","south","(304)380-5552",""
"rgrabe70@hotmail.com","10/9/16","771 Center Street,Muskogee,OK,74401","southwest","(918)866-5012",""
"audra52@att.net","","","","",""
"emanuel.gehrmann@gmail.com","2/14/15","376 Cedar Street,Heathsville,VA,22473","south","(804)391-1064","8/16/15"
"omosshart@att.net","6/22/15","531 York Road,Old Greenwich,CT,06870","northest","(203)551-7395",""
"enoc84@gmail.com","5/30/11","67981 Spruce Street,Hampstead,NC,28443","south","(910)859-4923",""
"miryam.rudicill@aol.com","2/22/14","369 College Street,Staten Island,NY,10314","midatlantic","(347)464-4756",""
"cloewenhagen79@gmail.com","7/9/15","764 Spruce Street,Winter Haven,FL,33881","south","(863)449-6030",""
"vansteenkiste66@att.net","11/25/14","524 2nd ST N,Austin,TX,78729","southwest","(512)885-1735",""
"pleaym@gmail.com","1/4/16","268 Laurel Lane,Brooklyn,NY,11214","midatlantic","(917)364-7728",""
"bianca22@yahoo.com","1/6/15","2827 Water ST,Wolcott,IN,47995","midwest","(219)899-7649",""
"euphemia67@gmail.com","7/27/10","5337 Williams Street,Cleveland,OH,44144","midwest","(216)779-8191",""
"dykstra70@outlook.com","12/28/16","4464 Cedar Lane APT B,Winter Haven,FL,33881","south","(813)939-3668",""
"rudi62@att.net","1/9/15","9551 Mill ST,East Bridgewater,MA,02333","northest","(508)237-8707",""
"giunto55@gmail.com","10/7/16","78762 Winding Way,Paris,TX,75462","southwest","(903)870-9655",""
"peggy.zobler@comcast.net","10/24/14","934 York Road,Lincolnton,NC,28092","south","(828)938-3597",""
"cunderdonk@hotmail.com","","","","",""
"satinder.thurmes@gmail.com","11/10/14","4551 Prospect AVE,Boston,MA,02115","northest","(617)536-9357",""
"carry.hued23@gmail.com","","","","",""
"mahesh81@hotmail.com","8/24/16","744 7th Street East,Brooklyn,NY,11221","midatlantic","(917)409-7873",""
"hermine78@att.net","1/7/13","687 7th Street East,Pittsburgh,PA,15220","midatlantic","(412)324-3965",""
"lauretta.delpalacio@mac.com","","","","",""
"meren48@comcast.net","12/29/12","823 Main Street South,Indianapolis,IN,46236","midwest","(317)976-5774","4/25/15"
"tarlauskas@att.net","9/6/14","472 Church ST,Athens,PA,18810","midatlantic","(570)856-7755",""
"ival81@att.net","8/15/16","9382 Water Street,Burghill,OH,44404","midwest","(330)982-8495",""
"fladiski@hotmail.com","","","","",""
"smiyake62@att.net","10/17/14","868 Cedar ST,Halifax,VA,24558","south","(434)864-3038",""
"annabella75@aol.com","1/21/15","14690 York Road,San Rafael,CA,94903","west","(415)566-6873",""
"fgluski28@yahoo.com","11/9/16","2471 Cherry Lane,Tacoma,WA,98445","northwest","(253)428-7075",""
"ctreglown55@yahoo.com","3/8/14","8425 State Street,Hixson,TN,37343","south","(423)802-5041",""
"enrico.testrake@gmail.com","2/3/16","5903 Harrison Street,Lakewood,,44107","midwest","(216)384-9287",""
"tutton40@hotmail.com","9/26/16","635 Woodland DR,Tuckerton,NJ,08087","midatlantic","(609)951-7387",""
"ghiu@aol.com","8/7/12","906 Beechwood Drive,South El Monte,CA,91733","west","(626)671-3206",""
"marco.havrilak@att.net","3/17/14","665 Jefferson Avenue,Port Saint Lucie,FL,34986","south","(561)331-2885",""
"elayne.scatchell@yahoo.com","","","","",""
"iltis54@att.net","2/24/16","71833 4th Street North,Salt Lake City,UT,84121","southwest","(801)807-7609",""
"mollers79@comcast.net","11/17/14","5640 Creek RD,Winter Park,FL,32792","south","(321)894-9521",""
"juli.dragula@yahoo.com","4/27/10","3797 Forest Drive,Flomaton,AL,36441","south","(251)250-2200",""
"wanser78@hotmail.com","10/9/13","8458 Winding Way,Brooklyn,NY,11228","midatlantic","(718)381-8603",""
"inocencia.kozicki@outlook.com","1/10/15","680 4th Street West,Houston,TX,77088","southwest","(832)356-8846",""
"mstaugh@yahoo.com","1/3/12","264 Canterbury Court,Oakland,MI,48363","midwest","(248)429-4202",""
"aebbens@att.net","8/18/15","864 7th Street East,Mount Vernon,IA,52314","midwest","(319)927-7627",""
"gaetano.petel@gmail.com","9/13/14","2545 Maple Street,Philadelphia,PA,19138","midatlantic","(215)925-7165",""
"cynda.emmorey@yahoo.com","11/19/14","356 Grant ST,Wausau,WI,54401","midwest","(715)527-6161",""
"ardyth.baaske@yahoo.com","5/9/16","4016 Grant AVE,Dell Rapids,SD,57022","midwest","(605)428-8046",""
"bryl82@hotmail.com","4/14/14","300 Hickory Lane APT C,Memphis,TN,38117","south","(901)440-6077",""
"fleur.calciano@gmail.com","8/7/13","863 Orange Street,North Salem,NY,10560","midatlantic","(203)413-4917",""
"lon40@gmail.com","9/20/16","1831 5th Street West,Farmington,MN,55024","midwest","(507)605-4043",""
"alipset21@gmail.com","8/21/13","8822 Prospect Avenue,Hickory,NC,28601","south","(828)761-5674",""
"clyda96@att.net","","","","",""
"ryszard43@mac.com","12/20/16","685 Union Street,Laguna Niguel,,92677","west","(714)947-2873",""
"pavel42@gmail.com","1/17/13","541 Hickory Lane,Wauconda,IL,60084","midwest","(224)369-8865","9/9/15"
"rglassburn76@yahoo.com","10/19/15","11590 Locust Street,Elizabethport,NJ,07206","midatlantic","(908)851-4240",""
"juliette.jevremovic@outlook.com","12/10/14","40299 Beech Street,Frankfort,,40601","south","(502)218-8945",""
"myrtle.ceniseros@comcast.net","7/31/15","791 Brookside Drive,Lynbrook,NY,11563","midatlantic","(516)576-6000",""
"jpaulun44@att.net","6/15/15","505 6th ST,Louisville,KY,40205","south","(502)349-8190",""
"piyush30@gmail.com","12/6/12","9997 George Street,Aiken,SC,29803","south","(803)508-2834",""
"kaesler78@aol.com","7/19/16","560 Columbia ST,Cliffside Park,NJ,07010","midatlantic","(201)358-8139",""
"tira41@gmail.com","","","","",""
"genovevo83@gmail.com","","","","",""
"","","","","",""
"luanna33@yahoo.com","2/11/13","7557 Delaware Avenue,Anguilla,MS,38721","south","(662)637-3454",""
"ilija44@att.net","11/10/13","3634 Warren Street,Plainview,TX,79072","southwest","(806)970-9483",""
"froilan35@gmail.com","8/4/11","7268 Hillside Avenue,Westlake,OH,44145","midwest","(216)791-9279",""
"hsin.dicorcia@gmail.com","1/27/15","5467 John Street,Friendswood,TX,77546","southwest","(832)529-9215",""
"gaylene.benevides54@aol.com","3/19/13","326 4th Street North,Anchorage,AK,99503","west","(907)801-8401",""
"memanuele@yahoo.com","10/14/15","337 Hillcrest Drive,Darlington,SC,29532","south","(843)360-9858",""
"hiedi58@att.net","9/3/13","455 Cedar Street,Paramount,CA,90723","west","(323)530-5001",""
"alois.salandanan@yahoo.com","","","","",""
"jellis18@att.net","12/7/15","2606 Clinton ST,Broken Arrow,OK,74011","southwest","(918)203-5665",""
"gwendolyne.simendinger@gmail.com","","","","",""
"molinar56@gmail.com","5/25/11","651 South Street,San Jose,CA,95136","west","(408)580-4340",""
"lyndsay.bobcean@att.net","2/3/15","5842 Cherry Street,Columbus,IN,47201","midwest","(317)853-5381",""
"gardenia93@gmail.com","3/17/14","773 Garden Street,Middletown,OH,45042","midwest","(513)201-1912","1/25/15"
"jane60@att.net","","","","",""
"sangita94@gmail.com","5/10/16","1843 Holly DR,Hebron,OH,43025","midwest","(740)441-2066",""
"margueritep.heersema@mac.com","12/1/14","6719 Lafayette Avenue,Tifton,,31793","south","(229)680-3148",""
"theda79@hotmail.com","1/5/12","2779 North Street,Providence,RI,02907","northest","(401)813-8792",""
"","","","","",""
"duda62@gmail.com","5/10/16","6106 Forest DR,Racine,WI,53406","midwest","(262)970-9694",""
"ortegel33@hotmail.com","9/22/14","9441 Grant Street,Beachwood,NJ,08722","midatlantic","(732)314-5086",""
"olivia87@hotmail.com","10/27/12","80446 Liberty Street,Hickory,,28602","south","(704)771-7473","2/20/14"
"wendal98@yahoo.com","2/25/14","3318 West Street,Walnut,CA,91789","west","(415)595-4289",""
"evangelinem.theodorou@att.net","8/12/15","773 Madison Street,Union,NJ,07083","midatlantic","(973)566-4133",""
"raykov84@aol.com","6/27/16","7214 Mill Road,Indianapolis,IN,46220","midwest","(317)304-2974","2/22/16"
"felice49@gmail.com","","","","",""
"eliane27@att.net","12/23/16","9960 3rd Street North,Sullivan,MO,63080","midwest","(636)744-2453",""
"marcelo.gullotti36@att.net","6/24/14","8762 Surrey Lane,Brooklyn,NY,11214","midatlantic","(917)273-6840",""
"","","","","",""
"","","","","",""
"maximilian.spaights@yahoo.com","4/12/10","162 Ridge Road,Mariposa,CA,95338","west","(209)354-2201",""
"faltisco17@hotmail.com","3/4/16","166 Vine Street,Ridgefield,NJ,07657","midatlantic","(201)582-8278",""
"suk37@att.net","9/23/13","3965 Locust ST,Fresno,CA,93722","west","(559)526-5805",""
"bozena54@aol.com","8/2/14","789 Colonial Avenue,Covington,GA,30016","south","(770)272-1889",""
"alardin65@aol.com","5/5/12","2017 Main Street West,Ruston,LA,71270","south","(318)823-2797",""
"deborrah69@att.net","6/12/15","8801 10th Street,Dunellen,NJ,08812","midatlantic","(908)315-9489",""
"karla52@yahoo.com","10/24/16","140 7th Street East,Salem,NH,03079","northest","(603)491-4051",""
"camella.keesbury@att.net","3/5/16","6007 7th Street East,Carlsbad,CA,92009","west","(760)231-8351",""
"donzell24@yahoo.com","6/9/12","11521 Park Place,Kent,WA,98042","northwest","(253)951-6749",""
"hscarpetta63@gmail.com","11/21/16","2119 Jefferson Street,Sequim,WA,98382","northwest","(360)517-6898",""
"","","","","",""
"ahertsch@hotmail.com","8/29/16","8280 Cambridge DR,Lincolnton,NC,28092","south","(704)708-6817",""
"","","","","",""
"kaylee81@aol.com","3/18/14","462 Front Street,Monahans,TX,79756","southwest","(432)461-3315",""
"manch66@comcast.net","2/11/13","1497 Madison Avenue,San Antonio,,78237","southwest","(210)308-3115",""
"lfoerg17@gmail.com","10/25/16","3821 Olive Street,Yoakum,TX,77995","southwest","(361)423-1457",""
"nalstrin@hotmail.com","","","","",""
"ftwyman@hotmail.com","8/29/16","6573 Madison Avenue,Terre Haute,IN,47802","midwest","(765)432-9636","1/4/16"
"lesa.klesner@yahoo.com","2/2/13","7103 Broad ST,Fort Mill,SC,29708","south","(803)388-2841","3/28/15"
"foslien68@att.net","8/22/16","2293 Magnolia Avenue,Trumbull,CT,06611","northest","(203)207-1389",""
"nordon77@att.net","4/13/13","2694 Broad ST,Clarksburg,WV,26301","south","(304)380-8754","9/24/13"
"porucznik71@yahoo.com","8/11/15","82006 Washington Avenue,Colorado Springs,,80906","southwest","(719)503-8215",""
"timika44@yahoo.com","8/17/16","4238 12th Street,San Francisco,CA,94122","west","(619)236-8438",""
"kadilak26@mac.com","9/1/12","47085 1st Avenue,Peoria,AZ,85382","southwest","(623)389-1980","9/7/14"
"bschledorn@aol.com","6/4/13","4773 3rd ST N,Bedford,IN,47421","midwest","(812)654-3694",""
"abeba.haryanto76@mac.com","3/1/16","284 Cedar Street,Spartanburg,SC,29302","south","(864)828-3708",""
"silvana96@yahoo.com","12/3/16","25470 Valley View Drive,Brooklyn,NY,11209","midatlantic","(646)876-9339",""
"salcido54@att.net","6/7/16","8445 School Street,Nevada,IA,50201","midwest","(515)741-9341",""
"tery83@hotmail.com","","","","",""
"elisa85@hotmail.com","9/2/14","815 Lafayette Avenue,Berea,KY,40403","south","(859)477-2746",""
"argelia81@hotmail.com","10/14/13","911 Charles Street,Rustburg,VA,24588","south","(434)932-2973",""
"diana52@gmail.com","7/9/15","17859 Riverside Drive,Natick,MA,01760","northest","(617)240-7229",""
"kaelyn23@att.net","6/12/13","2343 North Street,Duxbury,MA,02332","northest","(617)537-1886","10/29/14"
"charity.capogna82@att.net","","","","",""
"alexia.suscheck81@gmail.com","10/27/15","18026 Church Road,Stockton,CA,95209","west","(209)767-5511",""
"dlaymond99@yahoo.com","","","","",""
"merle36@att.net","","","","",""
"madhu67@aol.com","12/27/16","1387 Washington Avenue,Lakeland,FL,33805","south","(863)220-2385","6/21/16"
"stefanie96@yahoo.com","3/19/13","190 4th Avenue,Drums,PA,18222","midatlantic","(570)204-2150",""
"","","","","",""
"csaba.tomazic@yahoo.com","3/19/14","3763 Essex Court,Fremont,CA,94536","west","(925)401-2045",""
"","","","","",""
"laudati91@att.net","12/23/16","9787 Vine Street,Kew Gardens,NY,11415","midatlantic","(718)896-2803",""
"laraine86@att.net","2/4/15","5424 5th ST W,Newington,CT,06111","northest","(860)378-2430",""
"clovaas49@aol.com","8/12/15","45616 4th Street,Marlborough,MA,01752","northest","(508)203-1832","8/21/15"
"darien74@gmail.com","9/11/11","1814 Winding Way,Mc Clellandtown,PA,15458","midatlantic","(724)369-8866",""
"thackeray40@yahoo.com","1/2/12","908 Mulberry ST,Pahrump,NV,89060","west","(702)547-7822",""
"arlis78@gmail.com","4/17/12","8041 Green Street,Adamsville,,43802","midwest","(740)396-7399",""
"dilillo25@gmail.com","1/26/15","8748 Madison Street,Easton,PA,18045","midatlantic","(610)876-7115",""
"arla.pluto@gmail.com","6/29/11","169 Holly Drive,Corona,NY,11368","midatlantic","(718)670-2116",""
"","","","","",""
"eriberto30@hotmail.com","4/10/13","846 Willow Street,Alvord,TX,76225","southwest","(817)267-2605",""
"averstegen@hotmail.com","11/22/16","150 13th Street,Odessa,TX,79763","southwest","(432)363-3626",""
"scheall85@hotmail.com","11/19/16","183 Pearl Street,Brooklyn,NY,11203","midatlantic","(718)275-7301","2/15/16"
"lorn.rakich@att.net","1/17/13","5607 Park Place,Red Wing,MN,55066","midwest","(612)980-4440",""
"steibel41@yahoo.com","3/28/16","651 Myrtle AVE,Macungie,PA,18062","midatlantic","(484)655-8726",""
"tera26@att.net","7/12/14","317 Arch Street,Plano,IL,60545","midwest","(815)256-8246",""
"schodorf43@aol.com","9/14/15","676 High Street,Newton,KS,67114","midwest","(316)893-6258",""
"tammara.guice@gmail.com","7/18/16","6344 Pleasant Street,Palouse,WA,99161","northwest","(509)848-7043",""
"","","","","",""
"aristotle.skudlarek@outlook.com","2/17/12","4910 Vine ST,Arlington,TX,76017","southwest","(972)986-5382",""
"marlena.izutsu@comcast.net","3/9/16","7916 2nd ST E APT B,Bristol,PA,19007","midatlantic","(267)674-7912",""
"sabine.fripps@att.net","3/27/12","1406 Bank ST,Peoria,AZ,85345","southwest","(602)298-2771",""
"doretha.mainolfi@att.net","12/9/16","1831 Colonial Avenue,Baltimore,MD,21213","midatlantic","(410)957-5143",""
"alejandra.kaschak@comcast.net","2/21/12","834 Cottage Street,Glen Burnie,MD,21061","midatlantic","(443)356-2421",""
"kolstee78@mac.com","3/19/11","4469 Forest Drive,South Richmond Hill,NY,11419","midatlantic","(718)810-7719",""
"sablosky91@hotmail.com","","","","",""
"taszarek72@att.net","11/8/14","5658 2nd Street North,Borger,TX,79007","southwest","(806)533-6700",""
"sherine45@hotmail.com","7/8/14","498 13th Street,Crockett,TX,75835","southwest","(936)369-2161",""
"lancelot68@comcast.net","3/25/14","917 Columbia ST,Longboat Key,,34228","south","(941)949-3843",""
"mansoor.chantry@comcast.net","3/14/13","7821 12th Street East,Gaithersburg,MD,20877","midatlantic","(240)945-1632",""
"renetta99@gmail.com","","","","",""
"samara.collera@att.net","9/18/13","741 Colonial Avenue,Fort Lauderdale,FL,33317","south","(954)539-7895",""
"celness@gmail.com","3/24/14","692 Valley View Drive,Holtsville,NY,11742","midatlantic","(631)686-5495",""
"lgandarillas@yahoo.com","8/31/11","3980 Park DR,Potomac,MD,20854","midatlantic","(240)607-9565",""
"sandstedt38@comcast.net","","","","",""
"pushpa.polin50@att.net","8/2/15","82006 Cherry Lane,Liberty Hill,,78642","southwest","(512)616-9042",""
"bronislaw82@gmail.com","12/14/14","1981 Ridge AVE,Tuckerton,NJ,08087","midatlantic","(609)720-7424",""
"","","","","",""
"eodice@hotmail.com","12/24/16","329 Harrison Street,Eliot,ME,03903","northest","(207)778-7320",""
"lorrie26@comcast.net","2/20/14","445 Winding Way,Fergus Falls,MN,56537","midwest","(218)947-7804",""
"voller98@gmail.com","2/4/13","5619 Oxford Court,Muskogee,OK,74403","southwest","(918)771-8232",""
"kadoch34@gmail.com","8/31/15","144 Hillside Avenue APT A,Chagrin Falls,OH,44022","midwest","(440)342-4303",""
"difuria41@yahoo.com","1/19/16","4478 6th AVE,Dawson,TX,76639","southwest","(903)335-8717",""
"nruacho35@hotmail.com","6/2/15","1593 High ST,Mercer,TN,38392","south","(731)231-3720",""
"emerita.mysinger@att.net","9/5/16","438 Glenwood Avenue APT B,Red Oak,TX,75154","southwest","(214)825-5150",""
"elenore.espejel@comcast.net","10/20/15","78324 Linden Street,Enterprise,OR,97828","northwest","(541)202-7899",""
"abelina85@att.net","1/28/15","76808 State ST,Cleveland,OH,44124","midwest","(216)995-1422",""
"ghadwiger@aol.com","3/10/15","8466 Fairview Avenue,Austin,TX,78735","southwest","(512)657-4129",""
"benito32@yahoo.com","2/23/12","274 Maple Lane,Flint,MI,48503","midwest","(313)530-2145",""
"riad.rogol@gmail.com","12/24/16","827 Dogwood Drive,Laurinburg,NC,28352","south","(910)637-4351",""
"kory18@gmail.com","11/2/15","5946 Madison ST,Venice,CA,90291","west","(310)259-1356",""
"shanita37@aol.com","1/18/16","5755 Garden Street,Marietta,GA,30067","south","(334)784-5442",""
"borislav.alexi72@att.net","12/16/13","3492 Maple Street,Reno,NV,89502","west","(775)873-9497",""
"nasario.gapske84@gmail.com","","","","",""
"amalia23@hotmail.com","8/28/15","6941 Lincoln Avenue,Jackson,MS,39203","south","(601)581-1571",""
"","","","","",""
"joleen94@yahoo.com","9/2/16","6842 James Street,Cleveland,OH,44114","midwest","(216)980-4617",""
"harley41@aol.com","9/17/16","26701 Locust Lane,Phoenix,AZ,85035","southwest","(623)762-1281",""
"adin.boush@aol.com","8/29/16","2153 Beechwood Drive,Gaithersburg,MD,20878","midatlantic","(240)948-8693",""
"danelle81@hotmail.com","2/15/13","135 Ridge Road,Citrus Heights,CA,95621","west","(916)606-4644","1/28/15"
"rodger.nuby75@att.net","12/26/14","9484 Main Street,Calexico,CA,92231","west","(760)569-2199",""
"sdoski@mac.com","2/7/15","939 Circle Drive,Marietta,GA,30064","south","(678)488-5049",""
"lifferth79@att.net","8/24/16","12535 Central AVE,Oak Park,IL,60304","midwest","(630)510-3378",""
"rasic62@gmail.com","3/1/16","5694 King Street,Wilmer,AL,36587","south","(228)824-3165","2/27/16"
"leura61@gmail.com","","","","",""
"minette.ausiello@gmail.com","","","","",""
"","","","","",""
"silas.lapelusa75@aol.com","10/1/12","8455 Glenwood Avenue,South Dartmouth,MA,02748","northest","(508)284-2941",""
"trimbath45@gmail.com","12/12/15","7344 John Street,Jeffersonville,IN,47130","midwest","(812)418-6356",""
"bharat.elsemore@att.net","3/22/16","233 Deerfield Drive,Dublin,GA,31021","south","(478)562-6379",""
"rholleger@yahoo.com","12/7/16","8486 Willow Street,Rockford,IL,61104","midwest","(779)434-3985",""
"beena.janosek@comcast.net","","","","",""
"chyrel.greim@gmail.com","1/30/15","5288 3rd Avenue,Mount Vernon,NY,10552","midatlantic","(914)530-8019",""
"gwendolyne.migler38@aol.com","","","","",""
"liskow45@att.net","8/23/13","6417 2nd Street,Enon,OH,45323","midwest","(937)772-9902",""
"bdecara@yahoo.com","5/20/16","9767 7th Street APT A,Sacramento,CA,95835","west","(916)454-6013",""
"milt.riu28@yahoo.com","6/13/16","4585 Walnut Avenue,Ellensburg,,98926","northwest","(509)698-2277",""
"","","","","",""
"edmund.buonassisi@yahoo.com","8/8/14","573 Mulberry Street,Versailles,IN,47042","midwest","(812)207-3114","9/24/14"
"sandrine20@aol.com","8/13/11","95390 Clinton Street,Lancaster,TX,75134","southwest","(469)337-7394",""
"mesley94@gmail.com","12/12/12","9436 Vine Street,West Roxbury,MA,02132","northest","(781)424-4919",""
"mahall54@comcast.net","2/22/16","32605 Wall ST,Farmington,NH,03835","northest","(603)836-3895","1/15/16"
"katina96@comcast.net","2/18/13","9112 Monroe Street,Silver Spring,MD,20906","midatlantic","(301)265-1857",""
"sharmon28@aol.com","11/7/11","6200 Vine Street,Greenfield,IN,46140","midwest","(765)427-3809",""
"leverne82@att.net","","","","",""
"everlene20@gmail.com","10/15/12","9318 Cherry Lane,Smith Center,KS,66967","midwest","(785)513-3534","3/26/15"
"ephraim.reinstein@yahoo.com","9/24/14","9671 Forest DR,Levittown,PA,19054","midatlantic","(215)777-5368",""
"etelvina85@att.net","9/5/14","1135 Green Street,Powder Springs,GA,30127","south","(770)563-6726",""
"lamarr.hemnes@yahoo.com","4/17/13","110 6th Street North,Vero Beach,FL,32962","south","(772)236-7516",""
"derral84@comcast.net","4/15/14","2064 River Street,Beaufort,SC,29902","south","(843)727-9545",""
"donavon71@att.net","9/24/16","7273 Charles Street,Baker,FL,32531","south","(850)494-6098",""
"scalfano19@gmail.com","1/22/13","15881 Laurel Lane,Chino Hills,CA,91709","west","(714)638-3039",""
"foren54@yahoo.com","11/4/13","15353 Locust ST,Yuba City,CA,95991","west","(530)341-3416",""
"kathyleen.warrenburg@gmail.com","9/11/14","8422 Clark Street,Midland,MI,48640","midwest","(989)590-8227",""
"ascalese21@hotmail.com","8/4/13","11852 Broad ST,South Richmond Hill,NY,11419","midatlantic","(718)761-8325",""
"evita30@hotmail.com","8/2/16","1815 5th Street,Lincoln,AL,35096","south","(256)468-4188",""
"otilio.bonus@hotmail.com","8/8/15","478 Monroe ST,Houston,TX,77027","southwest","(713)377-1915",""
"edna97@hotmail.com","10/21/12","104 Mill Road,Mount Juliet,TN,37122","south","(615)480-7792",""
"fleiss78@yahoo.com","3/25/16","19597 Buckingham Drive,Las Vegas,NV,89148","west","(702)927-3724",""
"theodoro.haffly@gmail.com","10/3/16","515 Ridge AVE,Coupeville,WA,98239","northwest","(360)924-7637",""
"mappa35@yahoo.com","3/21/14","840 Cedar Avenue,Houston,TX,77087","southwest","(713)220-6358",""
"marry.vandecker54@att.net","12/19/14","7994 Oxford CT,Kilmarnock,VA,22482","south","(804)223-4625","12/17/15"
"","","","","",""
"victoriano.bulanadi@aol.com","2/1/14","375 South Street,Havana,IL,62644","midwest","(309)289-3743",""
"chauncey.luper@gmail.com","6/25/13","84752 Summit Avenue,Suffolk,VA,23434","south","(757)712-4767",""
"laskowitz20@comcast.net","8/6/16","5530 Olive Street,Shawnee,KS,66216","midwest","(913)479-4178",""
"adella.husni76@aol.com","10/14/15","1579 Maple ST,Giddings,TX,78942","southwest","(512)327-5054","12/25/15"
"","","","","",""
"weidong41@gmail.com","3/1/16","590 5th Street North,Kimberly,ID,83341","northwest","(208)282-2861",""
"ridzon93@gmail.com","","","","",""
